ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
2000002555,Introduction to Multimedia,John Cruz,1993,Fisher-Mccarthy,http://images.amazon.com/images/P/2000002555.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002555.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002555.01.LZZZZZZZ.jpg
2000002556,Microeconomics Simplified,Tracy Shaw,2015,Jordan-Anthony,http://images.amazon.com/images/P/2000002556.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002556.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002556.01.LZZZZZZZ.jpg
2000002557,Microeconomics Simplified,Allison Simon,1997,"Turner, Watson and Moore",http://images.amazon.com/images/P/2000002557.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002557.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002557.01.LZZZZZZZ.jpg
2000002558,Reinforcement Learning Explained,Patrick Riley,2001,"Valenzuela, Kelly and Taylor",http://images.amazon.com/images/P/2000002558.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002558.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002558.01.LZZZZZZZ.jpg
2000002559,Audio-Visual Systems,Dale Nelson,2013,"Bowman, Taylor and Tran",http://images.amazon.com/images/P/2000002559.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002559.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002559.01.LZZZZZZZ.jpg
2000002560,DevOps in Action,Samuel Johnson,2020,Jones Inc,http://images.amazon.com/images/P/2000002560.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002560.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002560.01.LZZZZZZZ.jpg
2000002561,Deep Learning Foundations,Jacqueline Graham,2014,"Salinas, Coleman and Ingram",http://images.amazon.com/images/P/2000002561.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002561.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002561.01.LZZZZZZZ.jpg
2000002562,Cybersecurity Principles,Jack Ellis,2019,Dickson Ltd,http://images.amazon.com/images/P/2000002562.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002562.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002562.01.LZZZZZZZ.jpg
2000002563,Advanced Networking Techniques,John Johnston,2013,Joseph-Walsh,http://images.amazon.com/images/P/2000002563.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002563.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002563.01.LZZZZZZZ.jpg
2000002564,Statistics in Data Science,Rita Buchanan,2003,"Brown, Ewing and Thomas",http://images.amazon.com/images/P/2000002564.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002564.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002564.01.LZZZZZZZ.jpg
2000002565,Statistics in Data Science,Brady Mills,2009,"Smith, Hutchinson and Miller",http://images.amazon.com/images/P/2000002565.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002565.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002565.01.LZZZZZZZ.jpg
2000002566,Audio-Visual Systems,Kyle Vega,2022,Baker-Rice,http://images.amazon.com/images/P/2000002566.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002566.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002566.01.LZZZZZZZ.jpg
2000002567,Discrete Mathematics Essentials,Morgan Flores,2005,Bridges-Fisher,http://images.amazon.com/images/P/2000002567.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002567.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002567.01.LZZZZZZZ.jpg
2000002568,Cybersecurity Principles,Jason Roberts,1994,Farmer Inc,http://images.amazon.com/images/P/2000002568.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002568.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002568.01.LZZZZZZZ.jpg
2000002569,Discrete Mathematics Essentials,Aaron Phillips,1998,"Bernard, Nguyen and Hill",http://images.amazon.com/images/P/2000002569.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002569.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002569.01.LZZZZZZZ.jpg
2000002570,DevOps in Action,Michael Mckinney PhD,2006,Phillips-Thomas,http://images.amazon.com/images/P/2000002570.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002570.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002570.01.LZZZZZZZ.jpg
2000002571,Project Management Essentials,Meghan Hill,2014,Anderson-Pollard,http://images.amazon.com/images/P/2000002571.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002571.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002571.01.LZZZZZZZ.jpg
2000002572,Calculus with Applications,Margaret Wilson,2014,"Smith, Ruiz and Thompson",http://images.amazon.com/images/P/2000002572.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002572.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002572.01.LZZZZZZZ.jpg
2000002573,3D Design Fundamentals,Eric Chambers,1990,Young-Foley,http://images.amazon.com/images/P/2000002573.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002573.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002573.01.LZZZZZZZ.jpg
2000002574,Linear Algebra for ML,William Johnson,2003,"Vazquez, James and Drake",http://images.amazon.com/images/P/2000002574.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002574.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002574.01.LZZZZZZZ.jpg
2000002575,Interactive Media,Jennifer Robles,1991,Perez Inc,http://images.amazon.com/images/P/2000002575.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002575.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002575.01.LZZZZZZZ.jpg
2000002576,Agile Methodologies,Mark Allen,1990,Kennedy-Arnold,http://images.amazon.com/images/P/2000002576.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002576.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002576.01.LZZZZZZZ.jpg
2000002577,Consumer Behavior,Matthew Arroyo,1999,Morris-Alvarez,http://images.amazon.com/images/P/2000002577.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002577.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002577.01.LZZZZZZZ.jpg
2000002578,Microeconomics Simplified,Thomas Green,1998,Flores PLC,http://images.amazon.com/images/P/2000002578.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002578.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002578.01.LZZZZZZZ.jpg
2000002579,Network Protocols Deep Dive,Christy Allen,2004,Case Group,http://images.amazon.com/images/P/2000002579.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002579.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002579.01.LZZZZZZZ.jpg
2000002580,Game Theory for Business,James Montoya,2014,Hernandez PLC,http://images.amazon.com/images/P/2000002580.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002580.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002580.01.LZZZZZZZ.jpg
2000002581,Project Management Essentials,Brenda Jones,2008,Kelley-Herman,http://images.amazon.com/images/P/2000002581.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002581.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002581.01.LZZZZZZZ.jpg
2000002582,Econometrics in Practice,James Fox,2011,Swanson-Berg,http://images.amazon.com/images/P/2000002582.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002582.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002582.01.LZZZZZZZ.jpg
2000002583,Interactive Media,Joseph Lee,2008,"Anderson, Tran and Ellis",http://images.amazon.com/images/P/2000002583.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002583.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002583.01.LZZZZZZZ.jpg
2000002584,Econometrics in Practice,Emily Lewis,2016,Bird-Hall,http://images.amazon.com/images/P/2000002584.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002584.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002584.01.LZZZZZZZ.jpg
2000002585,Agile Methodologies,Paul Williams,2007,Shelton-Newman,http://images.amazon.com/images/P/2000002585.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002585.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002585.01.LZZZZZZZ.jpg
2000002586,Game Asset Creation,Julie Walker,1994,"Bradford, Blevins and Brewer",http://images.amazon.com/images/P/2000002586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002586.01.LZZZZZZZ.jpg
2000002587,AI Ethics and Society,Matthew Lopez,2012,Stephenson PLC,http://images.amazon.com/images/P/2000002587.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002587.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002587.01.LZZZZZZZ.jpg
2000002588,Linear Algebra for ML,Kurt Dean,1994,Lee Ltd,http://images.amazon.com/images/P/2000002588.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002588.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002588.01.LZZZZZZZ.jpg
2000002589,Internet of Things Security,Larry Davis,2015,"Richard, Santos and Wood",http://images.amazon.com/images/P/2000002589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002589.01.LZZZZZZZ.jpg
2000002590,Advanced Networking Techniques,Allison Martin,2000,Scott-Miller,http://images.amazon.com/images/P/2000002590.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002590.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002590.01.LZZZZZZZ.jpg
2000002591,Global Economic Trends,Misty Davis,2016,"Meyer, Phillips and Henry",http://images.amazon.com/images/P/2000002591.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002591.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002591.01.LZZZZZZZ.jpg
2000002592,Cybersecurity Principles,Wendy Wallace MD,2004,"Henderson, Vincent and Reese",http://images.amazon.com/images/P/2000002592.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002592.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002592.01.LZZZZZZZ.jpg
2000002593,Blender Mastery,Austin Stark,1993,Mckee-Allen,http://images.amazon.com/images/P/2000002593.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002593.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002593.01.LZZZZZZZ.jpg
2000002594,Econometrics in Practice,Gabrielle Johnson,2021,Bennett-Robinson,http://images.amazon.com/images/P/2000002594.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002594.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002594.01.LZZZZZZZ.jpg
2000002595,Marketing Analytics,Carrie Johnson,2016,Martinez-Stewart,http://images.amazon.com/images/P/2000002595.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002595.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002595.01.LZZZZZZZ.jpg
2000002596,3D Design Fundamentals,William Sullivan,1991,Mays PLC,http://images.amazon.com/images/P/2000002596.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002596.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002596.01.LZZZZZZZ.jpg
2000002597,Clean Code Practices,Steven Price,2000,Sparks and Sons,http://images.amazon.com/images/P/2000002597.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002597.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002597.01.LZZZZZZZ.jpg
2000002598,Linear Algebra for ML,Steven Alexander,2010,"Vargas, Holder and Berry",http://images.amazon.com/images/P/2000002598.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002598.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002598.01.LZZZZZZZ.jpg
2000002599,Microeconomics Simplified,Breanna Mann,2012,"Cole, Ramos and Garcia",http://images.amazon.com/images/P/2000002599.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002599.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002599.01.LZZZZZZZ.jpg
2000002600,Interactive Media,Gary Jimenez,1992,Gillespie-Cross,http://images.amazon.com/images/P/2000002600.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002600.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002600.01.LZZZZZZZ.jpg
2000002601,Game Asset Creation,Sally Tate,2019,Moss Inc,http://images.amazon.com/images/P/2000002601.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002601.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002601.01.LZZZZZZZ.jpg
2000002602,AI Ethics and Society,Megan Robinson,2004,"Ford, Nicholson and Vargas",http://images.amazon.com/images/P/2000002602.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002602.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002602.01.LZZZZZZZ.jpg
2000002603,Procedural Modeling,Bonnie Fernandez,2003,Brewer-Lee,http://images.amazon.com/images/P/2000002603.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002603.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002603.01.LZZZZZZZ.jpg
2000002604,Network Protocols Deep Dive,Neil Anderson MD,2019,"Larson, Bishop and Crane",http://images.amazon.com/images/P/2000002604.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002604.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002604.01.LZZZZZZZ.jpg
2000002605,Microeconomics Simplified,Alexa Hunter,2012,Vargas PLC,http://images.amazon.com/images/P/2000002605.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002605.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002605.01.LZZZZZZZ.jpg
2000002606,Network Protocols Deep Dive,Olivia Bradford,1992,Richards-Ewing,http://images.amazon.com/images/P/2000002606.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002606.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002606.01.LZZZZZZZ.jpg
2000002607,Brand Management,Michelle Perez,2023,Hester Group,http://images.amazon.com/images/P/2000002607.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002607.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002607.01.LZZZZZZZ.jpg
2000002608,Microeconomics Simplified,David Hall,2012,Smith-Kirby,http://images.amazon.com/images/P/2000002608.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002608.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002608.01.LZZZZZZZ.jpg
2000002609,Game Asset Creation,Lindsay Conner,2014,"Chapman, Dickerson and Snyder",http://images.amazon.com/images/P/2000002609.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002609.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002609.01.LZZZZZZZ.jpg
2000002610,Calculus with Applications,Angela Brown,2016,Silva-Rivera,http://images.amazon.com/images/P/2000002610.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002610.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002610.01.LZZZZZZZ.jpg
2000002611,Internet of Things Security,Matthew Martin,2001,Gordon-Levine,http://images.amazon.com/images/P/2000002611.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002611.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002611.01.LZZZZZZZ.jpg
2000002612,Operations Management,Shannon King,1995,"Kim, Mendoza and Simmons",http://images.amazon.com/images/P/2000002612.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002612.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002612.01.LZZZZZZZ.jpg
2000002613,Econometrics in Practice,Rebecca Moore,2018,"Hamilton, Ferguson and Ramos",http://images.amazon.com/images/P/2000002613.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002613.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002613.01.LZZZZZZZ.jpg
2000002614,Deep Learning Foundations,Michelle Holmes,1993,Thomas Inc,http://images.amazon.com/images/P/2000002614.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002614.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002614.01.LZZZZZZZ.jpg
2000002615,Procedural Modeling,Ashley West,2006,"Blake, Hartman and Brown",http://images.amazon.com/images/P/2000002615.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002615.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002615.01.LZZZZZZZ.jpg
2000002616,Interactive Media,Jennifer Maddox,1990,Thomas Inc,http://images.amazon.com/images/P/2000002616.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002616.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002616.01.LZZZZZZZ.jpg
2000002617,Linear Algebra for ML,Megan Gonzalez,2001,Bailey and Sons,http://images.amazon.com/images/P/2000002617.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002617.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002617.01.LZZZZZZZ.jpg
2000002618,Project Management Essentials,Christina Greer,2024,Thomas Ltd,http://images.amazon.com/images/P/2000002618.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002618.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002618.01.LZZZZZZZ.jpg
2000002619,Agile Methodologies,Breanna Lynch,2023,"Allen, Vaughan and Lopez",http://images.amazon.com/images/P/2000002619.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002619.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002619.01.LZZZZZZZ.jpg
2000002620,Blender Mastery,Chelsea Walker,2023,Wall and Sons,http://images.amazon.com/images/P/2000002620.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002620.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002620.01.LZZZZZZZ.jpg
2000002621,Network Protocols Deep Dive,Thomas Jones,1990,Griffith-Ramirez,http://images.amazon.com/images/P/2000002621.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002621.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002621.01.LZZZZZZZ.jpg
2000002622,Linear Algebra for ML,Christina Proctor,2013,Williams PLC,http://images.amazon.com/images/P/2000002622.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002622.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002622.01.LZZZZZZZ.jpg
2000002623,Brand Management,Joyce Morton,1992,Washington-Maldonado,http://images.amazon.com/images/P/2000002623.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002623.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002623.01.LZZZZZZZ.jpg
2000002624,Econometrics in Practice,Travis Erickson,2018,Johnson-Owens,http://images.amazon.com/images/P/2000002624.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002624.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002624.01.LZZZZZZZ.jpg
2000002625,Calculus with Applications,David Kramer,1993,Mann Inc,http://images.amazon.com/images/P/2000002625.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002625.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002625.01.LZZZZZZZ.jpg
2000002626,Reinforcement Learning Explained,Jessica Flores,2008,"Parker, Love and Reyes",http://images.amazon.com/images/P/2000002626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002626.01.LZZZZZZZ.jpg
2000002627,Statistics in Data Science,Alexis Williams,1999,"Clark, Lewis and Green",http://images.amazon.com/images/P/2000002627.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002627.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002627.01.LZZZZZZZ.jpg
2000002628,Game Theory for Business,Cheryl Terrell,2003,"Mendoza, Newman and Arias",http://images.amazon.com/images/P/2000002628.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002628.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002628.01.LZZZZZZZ.jpg
2000002629,Project Management Essentials,Randall Allen,2011,Rodriguez-Greene,http://images.amazon.com/images/P/2000002629.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002629.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002629.01.LZZZZZZZ.jpg
2000002630,AI Ethics and Society,Chad Evans,1997,Kent PLC,http://images.amazon.com/images/P/2000002630.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002630.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002630.01.LZZZZZZZ.jpg
2000002631,Network Protocols Deep Dive,Jeffrey Green,2024,Underwood-Rodriguez,http://images.amazon.com/images/P/2000002631.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002631.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002631.01.LZZZZZZZ.jpg
2000002632,Leadership Strategies,Karen Ryan,2022,Meyer and Sons,http://images.amazon.com/images/P/2000002632.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002632.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002632.01.LZZZZZZZ.jpg
2000002633,Introduction to Multimedia,Christopher Cameron,2016,Brown-Barnes,http://images.amazon.com/images/P/2000002633.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002633.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002633.01.LZZZZZZZ.jpg
2000002634,AI Ethics and Society,Sean Clayton,2005,"Moore, Watson and Baker",http://images.amazon.com/images/P/2000002634.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002634.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002634.01.LZZZZZZZ.jpg
2000002635,AI Ethics and Society,Gary Mosley,1999,Davis PLC,http://images.amazon.com/images/P/2000002635.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002635.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002635.01.LZZZZZZZ.jpg
2000002636,Operations Management,Daniel James,2022,Klein and Sons,http://images.amazon.com/images/P/2000002636.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002636.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002636.01.LZZZZZZZ.jpg
2000002637,Econometrics in Practice,Kelli Garrett,2020,"Dominguez, Fowler and Mcbride",http://images.amazon.com/images/P/2000002637.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002637.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002637.01.LZZZZZZZ.jpg
2000002638,Deep Learning Foundations,Anthony Mcneil,2009,Cabrera-Villanueva,http://images.amazon.com/images/P/2000002638.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002638.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002638.01.LZZZZZZZ.jpg
2000002639,Interactive Media,Janice Parker,2015,Lowe-Contreras,http://images.amazon.com/images/P/2000002639.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002639.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002639.01.LZZZZZZZ.jpg
2000002640,Project Management Essentials,Kenneth Miller,2015,Levine-Smith,http://images.amazon.com/images/P/2000002640.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002640.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002640.01.LZZZZZZZ.jpg
2000002641,Game Asset Creation,Matthew Horn,1992,Farmer-Johnson,http://images.amazon.com/images/P/2000002641.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002641.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002641.01.LZZZZZZZ.jpg
2000002642,Deep Learning Foundations,Michael Keller,2012,Shea Group,http://images.amazon.com/images/P/2000002642.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002642.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002642.01.LZZZZZZZ.jpg
2000002643,Leadership Strategies,Kyle Peck,1992,Nelson PLC,http://images.amazon.com/images/P/2000002643.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002643.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002643.01.LZZZZZZZ.jpg
2000002644,Game Theory for Business,Kimberly Foley,2001,Perez Inc,http://images.amazon.com/images/P/2000002644.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002644.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002644.01.LZZZZZZZ.jpg
2000002645,Audio-Visual Systems,Stacey Wyatt,1992,Cruz and Sons,http://images.amazon.com/images/P/2000002645.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002645.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002645.01.LZZZZZZZ.jpg
2000002646,Global Economic Trends,Tracy Francis,2009,"Santiago, Rogers and Johnson",http://images.amazon.com/images/P/2000002646.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002646.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002646.01.LZZZZZZZ.jpg
2000002647,Digital Marketing Guide,Lori Cunningham,2018,Floyd-Ramos,http://images.amazon.com/images/P/2000002647.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002647.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002647.01.LZZZZZZZ.jpg
2000002648,Digital Media Processing,Tony Marsh,2000,Mitchell Ltd,http://images.amazon.com/images/P/2000002648.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002648.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002648.01.LZZZZZZZ.jpg
2000002649,Internet of Things Security,Brandon Vaughn,2011,Rich and Sons,http://images.amazon.com/images/P/2000002649.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002649.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002649.01.LZZZZZZZ.jpg
2000002650,Organizational Behavior,Ashley Delacruz,1993,Yang PLC,http://images.amazon.com/images/P/2000002650.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002650.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002650.01.LZZZZZZZ.jpg
2000002651,Interactive Media,Justin Roach,2007,Maldonado-Reid,http://images.amazon.com/images/P/2000002651.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002651.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002651.01.LZZZZZZZ.jpg
2000002652,Organizational Behavior,Anthony Sampson,1993,"Smith, Sims and Davis",http://images.amazon.com/images/P/2000002652.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002652.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002652.01.LZZZZZZZ.jpg
2000002653,Blender Mastery,Sara Anthony,2002,Cruz Ltd,http://images.amazon.com/images/P/2000002653.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2000002653.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2000002653.01.LZZZZZZZ.jpg
